level1_title,level2_title,level3_title,level4_title,level1_code,level2_code,level3_code,level4_code
NA,Transportation equipment manufacturing,Motor vehicle parts manufacturing,Motor vehicle electrical and electronic equipment manufacturing,33,336,3363,33632
NA,Transportation equipment manufacturing,Motor vehicle parts manufacturing,Motor vehicle steering and suspension components (except spring) manufacturing,33,336,3363,33633
NA,Transportation equipment manufacturing,Motor vehicle parts manufacturing,Motor vehicle brake system manufacturing,33,336,3363,33634
NA,Transportation equipment manufacturing,Motor vehicle parts manufacturing,Motor vehicle transmission and power train parts manufacturing,33,336,3363,33635
NA,Transportation equipment manufacturing,Motor vehicle parts manufacturing,Motor vehicle seating and interior trim manufacturing,33,336,3363,33636
NA,Transportation equipment manufacturing,Motor vehicle parts manufacturing,Motor vehicle metal stamping,33,336,3363,33637
NA,Transportation equipment manufacturing,Motor vehicle parts manufacturing,Other motor vehicle parts manufacturing,33,336,3363,33639
NA,Transportation equipment manufacturing,Aerospace product and parts manufacturing,Aerospace product and parts manufacturing,33,336,3364,33641
NA,Transportation equipment manufacturing,Railroad rolling stock manufacturing,Railroad rolling stock manufacturing,33,336,3365,33651
NA,Transportation equipment manufacturing,Ship and boat building,Ship and boat building,33,336,3366,33661
NA,Transportation equipment manufacturing,Other transportation equipment manufacturing,Other transportation equipment manufacturing,33,336,3369,33699
NA,Furniture and related product manufacturing,Household and institutional furniture and kitchen cabinet manufacturing,Wood kitchen cabinet and countertop manufacturing,33,337,3371,33711
NA,Furniture and related product manufacturing,Household and institutional furniture and kitchen cabinet manufacturing,Household and institutional furniture manufacturing,33,337,3371,33712
NA,Furniture and related product manufacturing,Office furniture (including fixtures) manufacturing,Office furniture (including fixtures) manufacturing,33,337,3372,33721
NA,Furniture and related product manufacturing,Other furniture related product manufacturing,Mattress manufacturing,33,337,3379,33791
NA,Furniture and related product manufacturing,Other furniture related product manufacturing,Blind and shade manufacturing,33,337,3379,33792
NA,Miscellaneous manufacturing,Medical equipment and supplies manufacturing,Medical equipment and supplies manufacturing,33,339,3391,33911
NA,Miscellaneous manufacturing,Other miscellaneous manufacturing,Jewelry and silverware manufacturing,33,339,3399,33991
NA,Miscellaneous manufacturing,Other miscellaneous manufacturing,Sporting and athletic goods manufacturing,33,339,3399,33992
NA,Miscellaneous manufacturing,Other miscellaneous manufacturing,"Doll, toy, and game manufacturing",33,339,3399,33993
NA,Miscellaneous manufacturing,Other miscellaneous manufacturing,Office supplies (except paper) manufacturing,33,339,3399,33994
NA,Miscellaneous manufacturing,Other miscellaneous manufacturing,Sign manufacturing,33,339,3399,33995
NA,Miscellaneous manufacturing,Other miscellaneous manufacturing,All other miscellaneous manufacturing,33,339,3399,33999
Wholesale trade,"Merchant wholesalers, durable goods",Motor vehicle and motor vehicle parts and supplies merchant wholesalers,Automobile and other motor vehicle merchant wholesalers,42,423,4231,42311
Wholesale trade,"Merchant wholesalers, durable goods",Motor vehicle and motor vehicle parts and supplies merchant wholesalers,Motor vehicle supplies and new parts merchant wholesalers,42,423,4231,42312
Wholesale trade,"Merchant wholesalers, durable goods",Motor vehicle and motor vehicle parts and supplies merchant wholesalers,Tire and tube merchant wholesalers,42,423,4231,42313
Wholesale trade,"Merchant wholesalers, durable goods",Motor vehicle and motor vehicle parts and supplies merchant wholesalers,Motor vehicle parts (used) merchant wholesalers,42,423,4231,42314
Wholesale trade,"Merchant wholesalers, durable goods",Furniture and home furnishing merchant wholesalers,Furniture merchant wholesalers,42,423,4232,42321
Wholesale trade,"Merchant wholesalers, durable goods",Furniture and home furnishing merchant wholesalers,Home furnishing merchant wholesalers,42,423,4232,42322
Wholesale trade,"Merchant wholesalers, durable goods",Lumber and other construction materials merchant wholesalers,"Lumber, plywood, millwork, and wood panel merchant wholesalers",42,423,4233,42331
Wholesale trade,"Merchant wholesalers, durable goods",Lumber and other construction materials merchant wholesalers,"Brick, stone, and related construction material merchant wholesalers",42,423,4233,42332
Wholesale trade,"Merchant wholesalers, durable goods",Lumber and other construction materials merchant wholesalers,"Roofing, siding, and insulation material merchant wholesalers",42,423,4233,42333
Wholesale trade,"Merchant wholesalers, durable goods",Lumber and other construction materials merchant wholesalers,Other construction material merchant wholesalers,42,423,4233,42339
Wholesale trade,"Merchant wholesalers, durable goods",Professional and commercial equipment and supplies merchant wholesalers,Photographic equipment and supplies merchant wholesalers,42,423,4234,42341
Wholesale trade,"Merchant wholesalers, durable goods",Professional and commercial equipment and supplies merchant wholesalers,Office equipment merchant wholesalers,42,423,4234,42342
Wholesale trade,"Merchant wholesalers, durable goods",Professional and commercial equipment and supplies merchant wholesalers,Computer and computer peripheral equipment and software merchant wholesalers,42,423,4234,42343
Wholesale trade,"Merchant wholesalers, durable goods",Professional and commercial equipment and supplies merchant wholesalers,Other commercial equipment merchant wholesalers,42,423,4234,42344
Wholesale trade,"Merchant wholesalers, durable goods",Professional and commercial equipment and supplies merchant wholesalers,"Medical, dental, and hospital equipment and supplies merchant wholesalers",42,423,4234,42345
Wholesale trade,"Merchant wholesalers, durable goods",Professional and commercial equipment and supplies merchant wholesalers,Ophthalmic goods merchant wholesalers,42,423,4234,42346
Wholesale trade,"Merchant wholesalers, durable goods",Professional and commercial equipment and supplies merchant wholesalers,Other professional equipment and supplies merchant wholesalers,42,423,4234,42349
Wholesale trade,"Merchant wholesalers, durable goods",Metal and mineral (except petroleum) merchant wholesalers,Metal service centers and other metal merchant wholesalers,42,423,4235,42351
Wholesale trade,"Merchant wholesalers, durable goods",Metal and mineral (except petroleum) merchant wholesalers,Coal and other mineral and ore merchant wholesalers,42,423,4235,42352
Wholesale trade,"Merchant wholesalers, durable goods",Household appliances and electrical and electronic goods merchant wholesalers,"Electrical apparatus and equipment, wiring supplies, and related equipment merchant wholesalers",42,423,4236,42361
Wholesale trade,"Merchant wholesalers, durable goods",Household appliances and electrical and electronic goods merchant wholesalers,"Household appliances, electric housewares, and consumer electronics merchant wholesalers",42,423,4236,42362
Wholesale trade,"Merchant wholesalers, durable goods",Household appliances and electrical and electronic goods merchant wholesalers,Other electronic parts and equipment merchant wholesalers,42,423,4236,42369
Wholesale trade,"Merchant wholesalers, durable goods","Hardware, and plumbing and heating equipment and supplies merchant wholesalers",Hardware merchant wholesalers,42,423,4237,42371
Wholesale trade,"Merchant wholesalers, durable goods","Hardware, and plumbing and heating equipment and supplies merchant wholesalers",Plumbing and heating equipment and supplies (hydronics) merchant wholesalers,42,423,4237,42372
Wholesale trade,"Merchant wholesalers, durable goods","Hardware, and plumbing and heating equipment and supplies merchant wholesalers",Warm air heating and air-conditioning equipment and supplies merchant wholesalers,42,423,4237,42373
Wholesale trade,"Merchant wholesalers, durable goods","Hardware, and plumbing and heating equipment and supplies merchant wholesalers",Refrigeration equipment and supplies merchant wholesalers,42,423,4237,42374
Wholesale trade,"Merchant wholesalers, durable goods","Machinery, equipment, and supplies merchant wholesalers",Construction and mining (except oil well) machinery and equipment merchant wholesalers,42,423,4238,42381
Wholesale trade,"Merchant wholesalers, durable goods","Machinery, equipment, and supplies merchant wholesalers",Farm and garden machinery and equipment merchant wholesalers,42,423,4238,42382
Wholesale trade,"Merchant wholesalers, durable goods","Machinery, equipment, and supplies merchant wholesalers",Industrial machinery and equipment merchant wholesalers,42,423,4238,42383
Wholesale trade,"Merchant wholesalers, durable goods","Machinery, equipment, and supplies merchant wholesalers",Industrial supplies merchant wholesalers,42,423,4238,42384
Wholesale trade,"Merchant wholesalers, durable goods","Machinery, equipment, and supplies merchant wholesalers",Service establishment equipment and supplies merchant wholesalers,42,423,4238,42385
Wholesale trade,"Merchant wholesalers, durable goods","Machinery, equipment, and supplies merchant wholesalers",Transportation equipment and supplies (except motor vehicle) merchant wholesalers,42,423,4238,42386
Wholesale trade,"Merchant wholesalers, durable goods",Miscellaneous durable goods merchant wholesalers,Sporting and recreational goods and supplies merchant wholesalers,42,423,4239,42391
Wholesale trade,"Merchant wholesalers, durable goods",Miscellaneous durable goods merchant wholesalers,Toy and hobby goods and supplies merchant wholesalers,42,423,4239,42392
Wholesale trade,"Merchant wholesalers, durable goods",Miscellaneous durable goods merchant wholesalers,Recyclable material merchant wholesalers,42,423,4239,42393
Wholesale trade,"Merchant wholesalers, durable goods",Miscellaneous durable goods merchant wholesalers,"Jewelry, watch, precious stone, and precious metal merchant wholesalers",42,423,4239,42394
Wholesale trade,"Merchant wholesalers, durable goods",Miscellaneous durable goods merchant wholesalers,Other miscellaneous durable goods merchant wholesalers,42,423,4239,42399
Wholesale trade,"Merchant wholesalers, nondurable goods",Paper and paper product merchant wholesalers,Printing and writing paper merchant wholesalers,42,424,4241,42411
Wholesale trade,"Merchant wholesalers, nondurable goods",Paper and paper product merchant wholesalers,Stationery and office supplies merchant wholesalers,42,424,4241,42412
Wholesale trade,"Merchant wholesalers, nondurable goods",Paper and paper product merchant wholesalers,Industrial and personal service paper merchant wholesalers,42,424,4241,42413
Wholesale trade,"Merchant wholesalers, nondurable goods",Drugs and druggists' sundries merchant wholesalers,Drugs and druggists' sundries merchant wholesalers,42,424,4242,42421
Wholesale trade,"Merchant wholesalers, nondurable goods","Apparel, piece goods, and notions merchant wholesalers","Piece goods, notions, and other dry goods merchant wholesalers",42,424,4243,42431
Wholesale trade,"Merchant wholesalers, nondurable goods","Apparel, piece goods, and notions merchant wholesalers",17  Men's and boys' clothing merchant wholesalers,42,424,4243,42432
Wholesale trade,"Merchant wholesalers, nondurable goods","Apparel, piece goods, and notions merchant wholesalers",17  Women's and children's clothing merch. whls.,42,424,4243,42433
Wholesale trade,"Merchant wholesalers, nondurable goods","Apparel, piece goods, and notions merchant wholesalers",Footwear merchant wholesalers,42,424,4243,42434
Wholesale trade,"Merchant wholesalers, nondurable goods","Apparel, piece goods, and notions merchant wholesalers",Clothing and clothing accessories merchant wholesalers,42,424,4243,42435
Wholesale trade,"Merchant wholesalers, nondurable goods",Grocery and related product merchant wholesalers,General line grocery merchant wholesalers,42,424,4244,42441
Wholesale trade,"Merchant wholesalers, nondurable goods",Grocery and related product merchant wholesalers,Packaged frozen food merchant wholesalers,42,424,4244,42442
Wholesale trade,"Merchant wholesalers, nondurable goods",Grocery and related product merchant wholesalers,Dairy product (except dried or canned) merchant wholesalers,42,424,4244,42443
Wholesale trade,"Merchant wholesalers, nondurable goods",Grocery and related product merchant wholesalers,Poultry and poultry product merchant wholesalers,42,424,4244,42444
Wholesale trade,"Merchant wholesalers, nondurable goods",Grocery and related product merchant wholesalers,Confectionery merchant wholesalers,42,424,4244,42445
Wholesale trade,"Merchant wholesalers, nondurable goods",Grocery and related product merchant wholesalers,Fish and seafood merchant wholesalers,42,424,4244,42446
Wholesale trade,"Merchant wholesalers, nondurable goods",Grocery and related product merchant wholesalers,Meat and meat product merchant wholesalers,42,424,4244,42447
Wholesale trade,"Merchant wholesalers, nondurable goods",Grocery and related product merchant wholesalers,Fresh fruit and vegetable merchant wholesalers,42,424,4244,42448
Wholesale trade,"Merchant wholesalers, nondurable goods",Grocery and related product merchant wholesalers,Other grocery and related products merchant wholesalers,42,424,4244,42449
Wholesale trade,"Merchant wholesalers, nondurable goods",Farm product raw material merchant wholesalers,Grain and field bean merchant wholesalers,42,424,4245,42451
Wholesale trade,"Merchant wholesalers, nondurable goods",Farm product raw material merchant wholesalers,Livestock merchant wholesalers,42,424,4245,42452
Wholesale trade,"Merchant wholesalers, nondurable goods",Farm product raw material merchant wholesalers,Other farm product raw material merchant wholesalers,42,424,4245,42459
Wholesale trade,"Merchant wholesalers, nondurable goods",Chemical and allied products merchant wholesalers,Plastics materials and basic forms and shapes merchant wholesalers,42,424,4246,42461
Wholesale trade,"Merchant wholesalers, nondurable goods",Chemical and allied products merchant wholesalers,Other chemical and allied products merchant wholesalers,42,424,4246,42469
Wholesale trade,"Merchant wholesalers, nondurable goods",Petroleum and petroleum products merchant wholesalers,Petroleum bulk stations and terminals,42,424,4247,42471
Wholesale trade,"Merchant wholesalers, nondurable goods",Petroleum and petroleum products merchant wholesalers,Petroleum and petroleum products merchant wholesalers (except bulk stations and terminals),42,424,4247,42472
Wholesale trade,"Merchant wholesalers, nondurable goods","Beer, wine, and distilled alcoholic beverage merchant wholesalers",Beer and ale merchant wholesalers,42,424,4248,42481
Wholesale trade,"Merchant wholesalers, nondurable goods","Beer, wine, and distilled alcoholic beverage merchant wholesalers",Wine and distilled alcoholic beverage merchant wholesalers,42,424,4248,42482
Wholesale trade,"Merchant wholesalers, nondurable goods",Miscellaneous nondurable goods merchant wholesalers,Farm supplies merchant wholesalers,42,424,4249,42491
Wholesale trade,"Merchant wholesalers, nondurable goods",Miscellaneous nondurable goods merchant wholesalers,"Book, periodical, and newspaper merchant wholesalers",42,424,4249,42492
Wholesale trade,"Merchant wholesalers, nondurable goods",Miscellaneous nondurable goods merchant wholesalers,"Flower, nursery stock, and florists' supplies merchant wholesalers",42,424,4249,42493
Wholesale trade,"Merchant wholesalers, nondurable goods",Miscellaneous nondurable goods merchant wholesalers,Tobacco product and electronic cigarette merchant wholesalers,42,424,4249,42494
Wholesale trade,"Merchant wholesalers, nondurable goods",Miscellaneous nondurable goods merchant wholesalers,"Paint, varnish, and supplies merchant wholesalers",42,424,4249,42495
Wholesale trade,"Merchant wholesalers, nondurable goods",Miscellaneous nondurable goods merchant wholesalers,Other miscellaneous nondurable goods merchant wholesalers,42,424,4249,42499
Wholesale trade,Wholesale trade agents and brokers,Wholesale trade agents and brokers,17  Business to business electronic markets,42,425,4251,42511
Wholesale trade,Wholesale trade agents and brokers,Wholesale trade agents and brokers,Wholesale trade agents and brokers,42,425,4251,42512
NA,Motor vehicle and parts dealers,Automobile dealers,New car dealers,44,441,4411,44111
NA,Motor vehicle and parts dealers,Automobile dealers,Used car dealers,44,441,4411,44112
NA,Motor vehicle and parts dealers,Other motor vehicle dealers,Recreational vehicle dealers,44,441,4412,44121
NA,Motor vehicle and parts dealers,Other motor vehicle dealers,"Motorcycle, boat, and other motor vehicle dealers",44,441,4412,44122
NA,Motor vehicle and parts dealers,"Automotive parts, accessories, and tire retailers",17  Automotive parts and accessories stores,44,441,4413,44131
NA,Motor vehicle and parts dealers,"Automotive parts, accessories, and tire retailers",17  Tire dealers,44,441,4413,44132
NA,Motor vehicle and parts dealers,"Automotive parts, accessories, and tire retailers",Automotive parts and accessories retailers,44,441,4413,44133
NA,Motor vehicle and parts dealers,"Automotive parts, accessories, and tire retailers",Tire dealers,44,441,4413,44134
NA,17  Furniture and home furnishings stores,17  Furniture stores,17  Furniture stores,44,442,4421,44211
NA,17  Furniture and home furnishings stores,17  Home furnishings stores,17  Floor covering stores,44,442,4422,44221
NA,17  Furniture and home furnishings stores,17  Home furnishings stores,17  Other home furnishings stores,44,442,4422,44229
NA,17  Electronics and appliance stores,17  Electronics and appliance stores,"07  Appliance, tv, and other electronics stores",44,443,4431,44311
NA,17  Electronics and appliance stores,17  Electronics and appliance stores,07  Computer and software stores,44,443,4431,44312
NA,17  Electronics and appliance stores,17  Electronics and appliance stores,07  Camera and photographic supplies stores,44,443,4431,44313
NA,17  Electronics and appliance stores,17  Electronics and appliance stores,17  Electronics and appliance stores,44,443,4431,44314
NA,Building material and garden equipment and supplies dealers,Building material and supplies dealers,Home centers,44,444,4441,44411
NA,Building material and garden equipment and supplies dealers,Building material and supplies dealers,Paint and wallpaper retailers,44,444,4441,44412
NA,Building material and garden equipment and supplies dealers,Building material and supplies dealers,17  Hardware stores,44,444,4441,44413
NA,Building material and garden equipment and supplies dealers,Building material and supplies dealers,Hardware retailers,44,444,4441,44414
NA,Building material and garden equipment and supplies dealers,Building material and supplies dealers,Other building material dealers,44,444,4441,44418
NA,Building material and garden equipment and supplies dealers,Building material and supplies dealers,17  Other building material dealers,44,444,4441,44419
NA,Building material and garden equipment and supplies dealers,Lawn and garden equipment and supplies retailers,17  Outdoor power equipment stores,44,444,4442,44421
NA,Building material and garden equipment and supplies dealers,Lawn and garden equipment and supplies retailers,"17  Nursery, garden, and farm supply stores",44,444,4442,44422
NA,Building material and garden equipment and supplies dealers,Lawn and garden equipment and supplies retailers,Outdoor power equipment retailers,44,444,4442,44423
NA,Building material and garden equipment and supplies dealers,Lawn and garden equipment and supplies retailers,"Nursery, garden center, and farm supply retailers",44,444,4442,44424
NA,NA,NA,Retail trade,44,44-,44-4,44-45
NA,Food and beverage retailers,Grocery and convenience retailers,Supermarkets and other grocery retailers (except convenience retailers),44,445,4451,44511
NA,Food and beverage retailers,Grocery and convenience retailers,17  Convenience stores,44,445,4451,44512
NA,Food and beverage retailers,Grocery and convenience retailers,Convenience retailers and vending machine operators,44,445,4451,44513
NA,Food and beverage retailers,Specialty food retailers,17  Meat markets,44,445,4452,44521
NA,Food and beverage retailers,Specialty food retailers,17  Fish and seafood markets,44,445,4452,44522
NA,Food and beverage retailers,Specialty food retailers,Fruit and vegetable retailers,44,445,4452,44523
NA,Food and beverage retailers,Specialty food retailers,Meat retailers,44,445,4452,44524
NA,Food and beverage retailers,Specialty food retailers,Fish and seafood retailers,44,445,4452,44525
NA,Food and beverage retailers,Specialty food retailers,Other specialty food retailers,44,445,4452,44529
NA,Food and beverage retailers,"Beer, wine, and liquor retailers","17  Beer, wine, and liquor stores",44,445,4453,44531
NA,Food and beverage retailers,"Beer, wine, and liquor retailers","Beer, wine, and liquor retailers",44,445,4453,44532
NA,17  Health and personal care stores,17  Health and personal care stores,17  Pharmacies and drug stores,44,446,4461,44611
NA,17  Health and personal care stores,17  Health and personal care stores,17  Cosmetic and beauty supply stores,44,446,4461,44612
NA,17  Health and personal care stores,17  Health and personal care stores,17  Optical goods stores,44,446,4461,44613
NA,17  Health and personal care stores,17  Health and personal care stores,17  Other health and personal care stores,44,446,4461,44619
NA,17  Gasoline stations,17  Gasoline stations,17  Gasoline stations with convenience stores,44,447,4471,44711
NA,17  Gasoline stations,17  Gasoline stations,17  Other gasoline stations,44,447,4471,44719
NA,17  Clothing and clothing accessories stores,17  Clothing stores,17  Men's clothing stores,44,448,4481,44811
NA,17  Clothing and clothing accessories stores,17  Clothing stores,17  Women's clothing stores,44,448,4481,44812
NA,17  Clothing and clothing accessories stores,17  Clothing stores,17  Children's and infants' clothing stores,44,448,4481,44813
NA,17  Clothing and clothing accessories stores,17  Clothing stores,17  Family clothing stores,44,448,4481,44814
NA,17  Clothing and clothing accessories stores,17  Clothing stores,17  Clothing accessories stores,44,448,4481,44815
NA,17  Clothing and clothing accessories stores,17  Clothing stores,17  Other clothing stores,44,448,4481,44819
NA,17  Clothing and clothing accessories stores,17  Shoe stores,17  Shoe stores,44,448,4482,44821
NA,17  Clothing and clothing accessories stores,"17  Jewelry, luggage, and leather goods stores",17  Jewelry stores,44,448,4483,44831
NA,17  Clothing and clothing accessories stores,"17  Jewelry, luggage, and leather goods stores",17  Luggage and leather goods stores,44,448,4483,44832
NA,"Furniture, home furnishings, electronics, and appliance retailers",Furniture and home furnishings retailers,Furniture retailers,44,449,4491,44911
NA,"Furniture, home furnishings, electronics, and appliance retailers",Furniture and home furnishings retailers,Home furnishings retailers,44,449,4491,44912
NA,"Furniture, home furnishings, electronics, and appliance retailers",Electronics and appliance retailers,Electronics and appliance retailers,44,449,4492,44921
NA,"17  Sports, hobby, music instrument, book stores",17  Sporting goods and musical instrument stores,17  Sporting goods stores,45,451,4511,45111
NA,"17  Sports, hobby, music instrument, book stores",17  Sporting goods and musical instrument stores,"17  Hobby, toy, and game stores",45,451,4511,45112
NA,"17  Sports, hobby, music instrument, book stores",17  Sporting goods and musical instrument stores,"17  Sewing, needlework, and piece goods stores",45,451,4511,45113
NA,"17  Sports, hobby, music instrument, book stores",17  Sporting goods and musical instrument stores,17  Musical instrument and supplies stores,45,451,4511,45114
NA,"17  Sports, hobby, music instrument, book stores",17  Book stores and news dealers,17  Book stores and news dealers,45,451,4512,45121
NA,"17  Sports, hobby, music instrument, book stores",17  Book stores and news dealers,"07  Precorded tape, cd, and record stores",45,451,4512,45122
NA,17  General merchandise stores,12  Department stores,12  Department stores,45,452,4521,45211
NA,17  General merchandise stores,17  Department stores,17  Department stores,45,452,4522,45221
NA,17  General merchandise stores,"17  General merchandise stores, including warehouse clubs and supercenters","17  General merchandise stores, including warehouse clubs and supercenters",45,452,4523,45231
NA,17  General merchandise stores,12  Other general merchandise stores,12  Warehouse clubs and supercenters,45,452,4529,45291
NA,17  General merchandise stores,12  Other general merchandise stores,12  All other general merchandise stores,45,452,4529,45299
NA,17  Miscellaneous store retailers,17  Florists,17  Florists,45,453,4531,45311
NA,17  Miscellaneous store retailers,"17  Office supplies, stationery, and gift stores",17  Office supplies and stationery stores,45,453,4532,45321
NA,17  Miscellaneous store retailers,"17  Office supplies, stationery, and gift stores","17  Gift, novelty, and souvenir stores",45,453,4532,45322
NA,17  Miscellaneous store retailers,17  Used merchandise stores,17  Used merchandise stores,45,453,4533,45331
NA,17  Miscellaneous store retailers,17  Other miscellaneous store retailers,17  Pet and pet supplies stores,45,453,4539,45391
NA,17  Miscellaneous store retailers,17  Other miscellaneous store retailers,17  Art dealers,45,453,4539,45392
NA,17  Miscellaneous store retailers,17  Other miscellaneous store retailers,"17  Manufactured, mobile, home dealers",45,453,4539,45393
NA,17  Miscellaneous store retailers,17  Other miscellaneous store retailers,17  All other miscellaneous store retailers,45,453,4539,45399
NA,17  Nonstore retailers,17  Electronic shopping and mail-order houses,17  Electronic shopping and mail-order houses,45,454,4541,45411
NA,17  Nonstore retailers,17  Vending machine operators,17  Vending machine operators,45,454,4542,45421
NA,17  Nonstore retailers,17  Direct selling establishments,17  Fuel dealers,45,454,4543,45431
NA,17  Nonstore retailers,17  Direct selling establishments,17  Other direct selling establishments,45,454,4543,45439
NA,General merchandise retailers,Department stores,Department stores,45,455,4551,45511
NA,General merchandise retailers,"Warehouse clubs, supercenters, and other general merchandise retailers","Warehouse clubs, supercenters, and other general merchandise retailers",45,455,4552,45521
NA,Health and personal care retailers,Health and personal care retailers,Pharmacies and drug retailers,45,456,4561,45611
NA,Health and personal care retailers,Health and personal care retailers,"Cosmetics, beauty supplies, and perfume retailers",45,456,4561,45612
NA,Health and personal care retailers,Health and personal care retailers,Optical goods retailers,45,456,4561,45613
NA,Health and personal care retailers,Health and personal care retailers,Other health and personal care retailers,45,456,4561,45619
NA,Gasoline stations and fuel dealers,Gasoline stations,Gasoline stations with convenience stores,45,457,4571,45711
NA,Gasoline stations and fuel dealers,Gasoline stations,Other gasoline stations,45,457,4571,45712
NA,Gasoline stations and fuel dealers,Fuel dealers,Fuel dealers,45,457,4572,45721
NA,"Clothing, clothing accessories, shoe, and jewelry retailers",Clothing and clothing accessories retailers,Clothing and clothing accessories retailers,45,458,4581,45811
NA,"Clothing, clothing accessories, shoe, and jewelry retailers",Shoe retailers,Shoe retailers,45,458,4582,45821
NA,"Clothing, clothing accessories, shoe, and jewelry retailers","Jewelry, luggage, and leather goods retailers",Jewelry retailers,45,458,4583,45831
NA,"Clothing, clothing accessories, shoe, and jewelry retailers","Jewelry, luggage, and leather goods retailers",Luggage and leather goods retailers,45,458,4583,45832
NA,"Sporting goods, hobby, musical instrument, book, and miscellaneous retailers","Sporting goods, hobby, and musical instrument retailers",Sporting goods retailers,45,459,4591,45911
NA,"Sporting goods, hobby, musical instrument, book, and miscellaneous retailers","Sporting goods, hobby, and musical instrument retailers","Hobby, toy, and game retailers",45,459,4591,45912
NA,"Sporting goods, hobby, musical instrument, book, and miscellaneous retailers","Sporting goods, hobby, and musical instrument retailers","Sewing, needlework, and piece goods retailers",45,459,4591,45913
NA,"Sporting goods, hobby, musical instrument, book, and miscellaneous retailers","Sporting goods, hobby, and musical instrument retailers",Musical instrument and supplies retailers,45,459,4591,45914
NA,"Sporting goods, hobby, musical instrument, book, and miscellaneous retailers",Book retailers and news dealers,Book retailers and news dealers,45,459,4592,45921
NA,"Sporting goods, hobby, musical instrument, book, and miscellaneous retailers",Florists,Florists,45,459,4593,45931
NA,"Sporting goods, hobby, musical instrument, book, and miscellaneous retailers","Office supplies, stationery, and gift retailers",Office supplies and stationery retailers,45,459,4594,45941
NA,"Sporting goods, hobby, musical instrument, book, and miscellaneous retailers","Office supplies, stationery, and gift retailers","Gift, novelty, and souvenir retailers",45,459,4594,45942
NA,"Sporting goods, hobby, musical instrument, book, and miscellaneous retailers",Used merchandise retailers,Used merchandise retailers,45,459,4595,45951
NA,"Sporting goods, hobby, musical instrument, book, and miscellaneous retailers",Other miscellaneous retailers,Pet and pet supplies retailers,45,459,4599,45991
NA,"Sporting goods, hobby, musical instrument, book, and miscellaneous retailers",Other miscellaneous retailers,Art dealers,45,459,4599,45992
NA,"Sporting goods, hobby, musical instrument, book, and miscellaneous retailers",Other miscellaneous retailers,Manufactured (mobile) home dealers,45,459,4599,45993
NA,"Sporting goods, hobby, musical instrument, book, and miscellaneous retailers",Other miscellaneous retailers,All other miscellaneous retailers,45,459,4599,45999
NA,Air transportation,Scheduled air transportation,Scheduled air transportation,48,481,4811,48111
NA,Air transportation,Nonscheduled air transportation,Nonscheduled air transportation,48,481,4812,48121
NA,Rail transportation,Rail transportation,Rail transportation,48,482,4821,48211
NA,Water transportation,"Deep sea, coastal, and great lakes water transportation","Deep sea, coastal, and great lakes water transportation",48,483,4831,48311
NA,Water transportation,Inland water transportation,Inland water transportation,48,483,4832,48321
NA,Truck transportation,General freight trucking,"General freight trucking, local",48,484,4841,48411
NA,Truck transportation,General freight trucking,"General freight trucking, long-distance",48,484,4841,48412
NA,Truck transportation,Specialized freight trucking,Used household and office goods moving,48,484,4842,48421
NA,Truck transportation,Specialized freight trucking,"Specialized freight (except used goods) trucking, local",48,484,4842,48422
NA,Truck transportation,Specialized freight trucking,"Specialized freight (except used goods) trucking, long-distance",48,484,4842,48423
NA,NA,NA,Transportation and warehousing,48,48-,48-4,48-49
NA,Transit and ground passenger transportation,Urban transit systems,Urban transit systems,48,485,4851,48511
NA,Transit and ground passenger transportation,Interurban and rural bus transportation,Interurban and rural bus transportation,48,485,4852,48521
NA,Transit and ground passenger transportation,Taxi and limousine service,Taxi and ridesharing services,48,485,4853,48531
NA,Transit and ground passenger transportation,Taxi and limousine service,Limousine service,48,485,4853,48532
NA,Transit and ground passenger transportation,School and employee bus transportation,School and employee bus transportation,48,485,4854,48541
NA,Transit and ground passenger transportation,Charter bus industry,Charter bus industry,48,485,4855,48551
NA,Transit and ground passenger transportation,Other transit and ground passenger transportation,Other transit and ground passenger transportation,48,485,4859,48599
NA,Pipeline transportation,Pipeline transportation of crude oil,Pipeline transportation of crude oil,48,486,4861,48611
NA,Pipeline transportation,Pipeline transportation of natural gas,Pipeline transportation of natural gas,48,486,4862,48621
NA,Pipeline transportation,Other pipeline transportation,Pipeline transportation of refined petroleum products,48,486,4869,48691
NA,Pipeline transportation,Other pipeline transportation,All other pipeline transportation,48,486,4869,48699
NA,Scenic and sightseeing transportation,"Scenic and sightseeing transportation, land","Scenic and sightseeing transportation, land",48,487,4871,48711
NA,Scenic and sightseeing transportation,"Scenic and sightseeing transportation, water","Scenic and sightseeing transportation, water",48,487,4872,48721
NA,Scenic and sightseeing transportation,"Scenic and sightseeing transportation, other","Scenic and sightseeing transportation, other",48,487,4879,48799
NA,Support activities for transportation,Support activities for air transportation,Airport operations,48,488,4881,48811
NA,Support activities for transportation,Support activities for air transportation,Other support activities for air transportation,48,488,4881,48819
NA,Support activities for transportation,Support activities for rail transportation,Support activities for rail transportation,48,488,4882,48821
NA,Support activities for transportation,Support activities for water transportation,Port and harbor operations,48,488,4883,48831
NA,Support activities for transportation,Support activities for water transportation,Marine cargo handling,48,488,4883,48832
NA,Support activities for transportation,Support activities for water transportation,Navigational services to shipping,48,488,4883,48833
NA,Support activities for transportation,Support activities for water transportation,Other support activities for water transportation,48,488,4883,48839
